epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1407.68,0.56162,1.16638,0.59563,1.01852,0.91287,0.12871,0.13947,0.11968,0.85464,0.13154,0.14017,0.11699,0.82723,2.16091,0.82159,0.9958,7.23727e-05,7.23727e-05,7.23727e-05
114,1419.99,0.58756,1.16284,0.62586,1.01626,0.90638,0.12871,0.13886,0.11932,0.85612,0.13154,0.13978,0.11658,0.82277,2.1656,0.82132,0.99094,6.46841e-05,6.46841e-05,6.46841e-05
115,1432.62,0.59826,1.17506,0.6031,1.03704,0.90113,0.12871,0.13856,0.11881,0.83339,0.13154,0.1391,0.11623,0.82437,2.17152,0.81829,0.99543,5.75926e-05,5.75926e-05,5.75926e-05
116,1445.94,0.50246,1.23618,0.54878,1.04829,0.95035,0.1273,0.13599,0.11482,0.95035,0.1273,0.13697,0.11047,0.86798,2.2711,0.90181,1.05144,5.11027e-05,5.11027e-05,5.11027e-05
117,1458.15,0.47564,1.17072,0.50998,1.01442,0.95142,0.1273,0.1366,0.11547,0.95142,0.1273,0.13674,0.11115,0.86195,2.29311,0.91024,1.05351,4.52184e-05,4.52184e-05,4.52184e-05
118,1470.34,0.4743,1.15127,0.48531,1.0475,0.88421,0.12871,0.13687,0.1155,0.88421,0.12871,0.13715,0.11158,0.85815,2.29363,0.89857,1.04548,3.99435e-05,3.99435e-05,3.99435e-05
119,1482.47,0.44732,1.1469,0.45334,1.00699,0.87195,0.12871,0.13708,0.11595,0.87195,0.12871,0.13756,0.11164,0.85913,2.27419,0.88619,1.04691,3.52813e-05,3.52813e-05,3.52813e-05
120,1494.87,0.42755,1.10977,0.42446,0.99539,0.86959,0.12871,0.13748,0.11816,0.86959,0.12871,0.13795,0.11306,0.85766,2.25945,0.87664,1.04619,3.12348e-05,3.12348e-05,3.12348e-05
121,1506.99,0.45271,1.13103,0.44531,1.02137,0.86884,0.12871,0.13738,0.11716,0.86884,0.12871,0.13823,0.11239,0.8562,2.25171,0.8715,1.04987,2.78064e-05,2.78064e-05,2.78064e-05
122,1519.08,0.4419,1.1056,0.4257,1.00942,0.85748,0.12871,0.13752,0.11816,0.85748,0.12871,0.13799,0.1127,0.85573,2.24697,0.8684,1.04504,2.49985e-05,2.49985e-05,2.49985e-05
123,1531.78,0.4363,1.06634,0.43039,1.01261,0.84952,0.12871,0.13745,0.11748,0.84952,0.12871,0.13811,0.11311,0.85334,2.24143,0.86296,1.0388,2.28127e-05,2.28127e-05,2.28127e-05
